id_pedido,id_cliente,razao_social_cliente,cnpj_cliente,representante,cod_produto,desc_produto,quantidade,preco_unitario,valor_total_item,nf,data_emissao_pedido,data_desejada_entrega,data_firmada_original,data_firmada_atual,data_final_entrega,data_nf,data_nf_oficial,data_embarque,data_emb_oficial,tipo_faturamento,transportadora,condicao_pagamento,valor_geral_pedido
8112,41361,Gomes - EI,43.278.905/0001-30,Dra. Maria Laura Leão,"('28NZFGQ7Z',)",KIT VENTILACAO,2,446.92,893.84,814298,2023-11-18,2023-12-14,2023-12-17,2023-12-17,2024-01-06,2023-11-19,2023-11-19,2023-11-23,2023-11-23,DEVOLUCAO,Cassiano e Filhos TRANSPORTES LTDA,BOLETO DESCONTADO,893.84
8113,20604,Abreu,12.498.706/0001-04,Natália Dias,"('28NZFGQ7Z',)",KIT VENTILACAO,6,72.66,435.96,544878,2024-09-02,2024-09-14,2024-09-26,2024-09-26,2024-09-28,2024-09-10,2024-09-10,2024-09-11,2024-09-11,AMOSTRA,Vargas TRANSPORTES LTDA,PIX,435.96
8114,75157,Almeida S/A,25.149.860/0001-12,Isabela Monteiro,"('28NZFGQ7Z',)",KIT VENTILACAO,5,184.17,920.85,212850,2024-04-27,2024-06-22,2024-06-23,2024-06-23,2024-06-23,2024-05-02,2024-05-02,2024-05-03,2024-05-03,AMOSTRA,Vasconcelos TRANSPORTES LTDA,BOLETO DESCONTADO,920.85
8115,64621,da Cunha,76.052.914/0001-68,Vitor Rezende,"('28NZFGQ7Z',)",KIT VENTILACAO,7,851.31,5959.17,400896,2023-07-21,2023-09-10,2023-09-21,2023-09-21,2023-09-25,2023-07-26,2023-07-26,2023-07-30,2023-07-30,VENDA,Abreu Ltda. TRANSPORTES LTDA,CARTAO DE CREDITO,5959.17
8116,82369,Novaes Costela - ME,10.627.953/0001-38,Sr. Benício Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,4,879.55,3518.2,379946,2024-05-29,2024-06-24,2024-07-07,2024-07-07,2024-07-31,2024-06-05,2024-06-05,2024-06-07,2024-06-07,BONIFICACAO,Cavalcante Moraes S.A. TRANSPORTES LTDA,CARTEIRA A PRAZO,3518.2
8117,62184,Aparecida - EI,06.185.392/0001-97,Davi Duarte,"('28NZFGQ7Z',)",KIT VENTILACAO,10,713.66,7136.6,371514,2024-05-03,2024-07-02,2024-07-05,2024-07-05,2024-07-08,2024-05-07,2024-05-07,2024-05-08,2024-05-08,BONIFICACAO,Rezende Ltda. TRANSPORTES LTDA,PIX,7136.6
8118,44860,Viana,73.648.519/0001-54,Ana Beatriz Brito,"('28NZFGQ7Z',)",KIT VENTILACAO,6,644.46,3866.76,507929,2025-06-23,2025-08-15,2025-08-20,2025-08-20,2025-08-24,2025-06-25,2025-06-25,2025-06-29,2025-06-29,DEVOLUCAO,Andrade TRANSPORTES LTDA,BOLETO DESCONTADO,3866.76
8119,24446,Moreira Macedo - ME,37.548.169/0001-90,Raquel Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,8,16.0,128.0,574392,2024-05-12,2024-06-29,2024-07-11,2024-07-11,2024-07-28,2024-05-20,2024-05-20,2024-05-24,2024-05-24,AMOSTRA,Casa Grande TRANSPORTES LTDA,BOLETO DESCONTADO,128.0
8120,66665,da Cruz - ME,31.690.254/0001-02,João da Conceição,"('28NZFGQ7Z',)",KIT VENTILACAO,4,176.46,705.84,443912,2023-11-05,2023-11-13,2023-11-25,2023-11-25,2023-12-09,2023-11-08,2023-11-08,2023-11-12,2023-11-12,DEVOLUCAO,Andrade TRANSPORTES LTDA,CARTEIRA A VISTA,705.84
8121,33976,das Neves - ME,54.628.910/0001-42,Júlia Guerra,"('28NZFGQ7Z',)",KIT VENTILACAO,8,439.55,3516.4,769342,2023-12-12,2024-01-12,2024-01-15,2024-01-15,2024-02-11,2023-12-14,2023-12-14,2023-12-18,2023-12-18,VENDA,Cunha Pastor S/A TRANSPORTES LTDA,BOLETO DESCONTADO,3516.4
8122,19950,da Cunha,09.516.847/0001-06,Maria Luiza Souza,"('28NZFGQ7Z',)",KIT VENTILACAO,5,892.68,4463.4,402640,2025-01-18,2025-01-23,2025-01-26,2025-01-26,2025-01-28,2025-01-26,2025-01-26,2025-01-28,2025-01-28,VENDA,Moura Marques Ltda. TRANSPORTES LTDA,CARTAO DE CREDITO,4463.4
8123,54456,Camargo,56.413.027/0001-60,Augusto Oliveira,"('28NZFGQ7Z',)",KIT VENTILACAO,5,884.1,4420.5,665979,2023-09-02,2023-10-16,2023-10-28,2023-10-28,2023-11-26,2023-09-10,2023-09-10,2023-09-14,2023-09-14,DEVOLUCAO,Mendonça TRANSPORTES LTDA,BOLETO DESCONTADO,4420.5
8124,23685,Teixeira,38.206.179/0001-00,Mariane Fonseca,"('28NZFGQ7Z',)",KIT VENTILACAO,5,301.05,1505.25,500566,2024-06-20,2024-08-06,2024-08-06,2024-08-06,2024-08-26,2024-06-21,2024-06-21,2024-06-22,2024-06-22,AMOSTRA,Ferreira TRANSPORTES LTDA,BOLETO DESCONTADO,1505.25
8125,65651,Marques,45.071.829/0001-13,Hellena Pinto,"('28NZFGQ7Z',)",KIT VENTILACAO,4,909.92,3639.68,748222,2023-12-26,2024-01-05,2024-01-07,2024-01-07,2024-01-11,2024-01-05,2024-01-05,2024-01-10,2024-01-10,VENDA,Porto Ribeiro S.A. TRANSPORTES LTDA,BOLETO DESCONTADO,3639.68
8126,77920,Nunes,70.496.528/0001-89,Enrico Leão,"('28NZFGQ7Z',)",KIT VENTILACAO,2,45.42,90.84,629918,2025-01-13,2025-02-06,2025-02-17,2025-02-17,2025-02-26,2025-01-14,2025-01-14,2025-01-17,2025-01-17,BONIFICACAO,Pires S.A. TRANSPORTES LTDA,TRANSFERENCIA,90.84
8127,22397,Garcia S/A,63.291.504/0001-28,Hellena Cardoso,"('28NZFGQ7Z',)",KIT VENTILACAO,4,282.59,1130.36,340340,2024-11-13,2025-01-02,2025-01-17,2025-01-17,2025-02-05,2024-11-17,2024-11-17,2024-11-21,2024-11-21,DEVOLUCAO,Teixeira S.A. TRANSPORTES LTDA,BOLETO DESCONTADO,1130.36
8128,95118,Pastor e Filhos,93.587.241/0001-60,Sr. Heitor Silveira,"('28NZFGQ7Z',)",KIT VENTILACAO,9,230.91,2078.19,767856,2025-02-08,2025-02-26,2025-03-11,2025-03-11,2025-03-15,2025-02-09,2025-02-09,2025-02-10,2025-02-10,DEVOLUCAO,Albuquerque TRANSPORTES LTDA,TRANSFERENCIA,2078.19
8129,35751,Rodrigues Sales S.A.,04.732.691/0001-79,Emanuelly da Costa,"('28NZFGQ7Z',)",KIT VENTILACAO,6,919.42,5516.52,254895,2025-02-09,2025-02-16,2025-02-20,2025-02-20,2025-02-25,2025-02-14,2025-02-14,2025-02-16,2025-02-16,DEVOLUCAO,da Cruz Duarte - ME TRANSPORTES LTDA,BOLETO DESCONTADO,5516.52
8130,27609,Moraes,90.241.583/0001-35,Sr. Leandro Pires,"('28NZFGQ7Z',)",KIT VENTILACAO,1,63.42,63.42,545463,2024-04-26,2024-05-03,2024-05-12,2024-05-12,2024-06-04,2024-04-29,2024-04-29,2024-05-02,2024-05-02,AMOSTRA,Novais TRANSPORTES LTDA,CARTEIRA A VISTA,63.42
8131,82141,Leão Viana e Filhos,06.315.249/0001-72,Nicolas Gonçalves,"('28NZFGQ7Z',)",KIT VENTILACAO,3,266.57,799.71,408129,2024-06-02,2024-06-19,2024-06-24,2024-06-24,2024-07-05,2024-06-06,2024-06-06,2024-06-11,2024-06-11,VENDA,Cirino Costela - EI TRANSPORTES LTDA,CARTEIRA A VISTA,799.71
8132,23685,Teixeira,38.206.179/0001-00,Mariane Fonseca,"('28NZFGQ7Z',)",KIT VENTILACAO,10,653.09,6530.9,328416,2024-10-22,2024-11-12,2024-11-17,2024-11-17,2024-11-27,2024-10-28,2024-10-28,2024-11-02,2024-11-02,DEVOLUCAO,Ribeiro TRANSPORTES LTDA,CARTEIRA A VISTA,6530.9
8133,83645,Albuquerque,92.746.513/0001-64,Léo da Cruz,"('28NZFGQ7Z',)",KIT VENTILACAO,1,843.87,843.87,421403,2025-03-07,2025-04-16,2025-04-24,2025-04-24,2025-05-18,2025-03-14,2025-03-14,2025-03-15,2025-03-15,AMOSTRA,Fernandes Silveira - ME TRANSPORTES LTDA,CARTEIRA A VISTA,843.87
8134,48505,Costela - ME,02.951.734/0001-81,Breno Costela,"('28NZFGQ7Z',)",KIT VENTILACAO,9,290.52,2614.68,302860,2025-04-14,2025-04-20,2025-04-30,2025-04-30,2025-05-04,2025-04-15,2025-04-15,2025-04-18,2025-04-18,AMOSTRA,Sales Ltda. TRANSPORTES LTDA,PIX,2614.68
8135,69576,Cardoso,03.876.542/0001-10,Jade Rocha,"('28NZFGQ7Z',)",KIT VENTILACAO,3,353.49,1060.47,407487,2023-10-28,2023-12-16,2023-12-29,2023-12-29,2024-01-10,2023-11-01,2023-11-01,2023-11-06,2023-11-06,AMOSTRA,Nunes TRANSPORTES LTDA,CARTEIRA A PRAZO,1060.47
8136,20034,Cirino,65.782.941/0001-70,Maria Sophia Abreu,"('28NZFGQ7Z',)",KIT VENTILACAO,10,820.55,8205.5,727057,2023-11-15,2024-01-04,2024-01-09,2024-01-09,2024-01-20,2023-11-18,2023-11-18,2023-11-23,2023-11-23,BONIFICACAO,Souza TRANSPORTES LTDA,BOLETO DESCONTADO,8205.5
8137,26386,Farias Freitas S/A,69.537.210/0001-10,Sr. André da Luz,"('28NZFGQ7Z',)",KIT VENTILACAO,8,225.19,1801.52,285106,2024-08-08,2024-10-04,2024-10-13,2024-10-13,2024-10-25,2024-08-14,2024-08-14,2024-08-16,2024-08-16,VENDA,Vieira TRANSPORTES LTDA,TRANSFERENCIA,1801.52
8138,71403,Gonçalves Cavalcanti - ME,57.632.840/0001-94,Sophia Oliveira,"('28NZFGQ7Z',)",KIT VENTILACAO,9,861.85,7756.65,121541,2025-07-03,2025-08-01,2025-08-12,2025-08-12,2025-08-15,2025-07-04,2025-07-04,2025-07-06,2025-07-06,VENDA,Aragão TRANSPORTES LTDA,CARTEIRA A PRAZO,7756.65
8139,13399,Dias Pires - ME,37.642.958/0001-96,Ana Luiza Castro,"('28NZFGQ7Z',)",KIT VENTILACAO,5,654.68,3273.4,162063,2025-03-20,2025-05-13,2025-05-26,2025-05-26,2025-06-22,2025-03-24,2025-03-24,2025-03-25,2025-03-25,DEVOLUCAO,da Mata TRANSPORTES LTDA,CARTEIRA A PRAZO,3273.4
8140,27092,Câmara das Neves - ME,03.479.561/0001-03,Ian da Rocha,"('28NZFGQ7Z',)",KIT VENTILACAO,10,763.07,7630.7,708193,2023-10-04,2023-11-12,2023-11-27,2023-11-27,2023-12-03,2023-10-09,2023-10-09,2023-10-12,2023-10-12,VENDA,Silva - EI TRANSPORTES LTDA,CARTEIRA A VISTA,7630.7
8141,82709,Cunha,15.960.247/0001-27,Davi Camargo,"('28NZFGQ7Z',)",KIT VENTILACAO,6,136.11,816.66,223798,2024-02-24,2024-04-17,2024-05-02,2024-05-02,2024-05-08,2024-03-05,2024-03-05,2024-03-08,2024-03-08,VENDA,Macedo TRANSPORTES LTDA,BOLETO DESCONTADO,816.66
8142,96714,Pacheco - ME,72.591.460/0001-42,Natália Barros,"('28NZFGQ7Z',)",KIT VENTILACAO,5,685.69,3428.45,493575,2024-06-11,2024-06-30,2024-07-08,2024-07-08,2024-08-05,2024-06-13,2024-06-13,2024-06-16,2024-06-16,VENDA,da Cunha TRANSPORTES LTDA,BOLETO DESCONTADO,3428.45
8143,98037,da Costa e Filhos,26.980.174/0001-51,José Miguel Rezende,"('28NZFGQ7Z',)",KIT VENTILACAO,9,152.1,1368.9,440766,2024-03-27,2024-05-11,2024-05-16,2024-05-16,2024-05-20,2024-03-30,2024-03-30,2024-03-31,2024-03-31,AMOSTRA,da Rocha Melo - EI TRANSPORTES LTDA,PIX,1368.9
8144,42924,Teixeira Ferreira - ME,84.571.206/0001-61,Sara Oliveira,"('28NZFGQ7Z',)",KIT VENTILACAO,7,108.33,758.31,648102,2024-11-07,2024-12-11,2024-12-24,2024-12-24,2024-12-29,2024-11-16,2024-11-16,2024-11-21,2024-11-21,AMOSTRA,Oliveira TRANSPORTES LTDA,BOLETO DESCONTADO,758.31
8145,10731,Monteiro - ME,70.592.138/0001-02,Marcos Vinicius Ramos,"('28NZFGQ7Z',)",KIT VENTILACAO,2,717.45,1434.9,419041,2024-08-20,2024-08-27,2024-09-10,2024-09-10,2024-09-12,2024-08-30,2024-08-30,2024-09-04,2024-09-04,VENDA,Souza TRANSPORTES LTDA,BOLETO DESCONTADO,1434.9
8146,80078,Montenegro,52.384.967/0001-18,Bento Leão,"('28NZFGQ7Z',)",KIT VENTILACAO,4,981.34,3925.36,945736,2024-05-08,2024-05-13,2024-05-22,2024-05-22,2024-06-19,2024-05-14,2024-05-14,2024-05-18,2024-05-18,BONIFICACAO,Azevedo TRANSPORTES LTDA,PIX,3925.36
8147,32661,Pires,53.162.087/0001-60,Isaac Castro,"('28NZFGQ7Z',)",KIT VENTILACAO,3,343.13,1029.39,255935,2023-08-08,2023-09-06,2023-09-07,2023-09-07,2023-09-19,2023-08-15,2023-08-15,2023-08-18,2023-08-18,VENDA,Brito da Mota S.A. TRANSPORTES LTDA,PIX,1029.39
8148,69376,Rezende,40.587.612/0001-47,Isadora da Cruz,"('28NZFGQ7Z',)",KIT VENTILACAO,4,93.88,375.52,651144,2023-12-10,2023-12-16,2023-12-29,2023-12-29,2024-01-27,2023-12-16,2023-12-16,2023-12-21,2023-12-21,VENDA,Sampaio TRANSPORTES LTDA,CARTEIRA A VISTA,375.52
8149,17191,Martins - EI,51.849.236/0001-38,Ágatha Rios,"('28NZFGQ7Z',)",KIT VENTILACAO,4,623.41,2493.64,398824,2025-05-01,2025-05-16,2025-05-26,2025-05-26,2025-06-17,2025-05-02,2025-05-02,2025-05-03,2025-05-03,BONIFICACAO,Fogaça TRANSPORTES LTDA,BOLETO DESCONTADO,2493.64
8150,66146,Vasconcelos,35.127.806/0001-20,Sr. Nicolas Rios,"('28NZFGQ7Z',)",KIT VENTILACAO,5,58.46,292.3,673216,2025-02-05,2025-03-06,2025-03-06,2025-03-06,2025-03-29,2025-02-10,2025-02-10,2025-02-15,2025-02-15,BONIFICACAO,Pastor Andrade e Filhos TRANSPORTES LTDA,TRANSFERENCIA,292.3
8151,90091,Camargo Cunha - ME,81.437.920/0001-73,Luigi Nogueira,"('28NZFGQ7Z',)",KIT VENTILACAO,7,195.41,1367.87,997752,2024-09-26,2024-11-18,2024-11-28,2024-11-28,2024-12-12,2024-09-28,2024-09-28,2024-10-01,2024-10-01,DEVOLUCAO,Porto Jesus Ltda. TRANSPORTES LTDA,CARTAO DE CREDITO,1367.87
8152,91676,Freitas,03.487.651/0001-46,Marcela Sampaio,"('28NZFGQ7Z',)",KIT VENTILACAO,5,469.33,2346.65,743507,2025-05-11,2025-05-18,2025-05-30,2025-05-30,2025-06-09,2025-05-19,2025-05-19,2025-05-23,2025-05-23,AMOSTRA,Sales TRANSPORTES LTDA,BOLETO DESCONTADO,2346.65
8153,94926,Vieira,21.796.084/0001-91,Amanda Lopes,"('28NZFGQ7Z',)",KIT VENTILACAO,1,784.67,784.67,191350,2024-07-01,2024-07-07,2024-07-17,2024-07-17,2024-07-19,2024-07-04,2024-07-04,2024-07-05,2024-07-05,VENDA,Nascimento TRANSPORTES LTDA,CARTAO DE CREDITO,784.67
8154,74068,Andrade,84.071.253/0001-46,Maria Luísa Moraes,"('28NZFGQ7Z',)",KIT VENTILACAO,9,547.35,4926.15,210338,2024-09-10,2024-11-01,2024-11-10,2024-11-10,2024-12-02,2024-09-17,2024-09-17,2024-09-19,2024-09-19,DEVOLUCAO,Alves Andrade e Filhos TRANSPORTES LTDA,CARTAO DE CREDITO,4926.15
8155,31073,Borges,10.397.862/0001-53,Arthur Guerra,"('28NZFGQ7Z',)",KIT VENTILACAO,5,55.09,275.45,515035,2025-05-19,2025-06-05,2025-06-11,2025-06-11,2025-07-07,2025-05-20,2025-05-20,2025-05-24,2025-05-24,AMOSTRA,Pimenta TRANSPORTES LTDA,PIX,275.45
8156,60411,Alves,79.320.864/0001-40,Laura Montenegro,"('28NZFGQ7Z',)",KIT VENTILACAO,2,739.1,1478.2,206401,2024-06-07,2024-06-27,2024-07-10,2024-07-10,2024-07-16,2024-06-09,2024-06-09,2024-06-10,2024-06-10,BONIFICACAO,Campos Andrade S.A. TRANSPORTES LTDA,CARTAO DE CREDITO,1478.2
8157,47646,Fonseca,90.615.287/0001-57,Isabel Rezende,"('28NZFGQ7Z',)",KIT VENTILACAO,9,304.9,2744.1,987394,2024-06-27,2024-07-12,2024-07-24,2024-07-24,2024-08-14,2024-07-06,2024-07-06,2024-07-07,2024-07-07,DEVOLUCAO,Ribeiro TRANSPORTES LTDA,BOLETO DESCONTADO,2744.1
8158,70758,Pinto Silveira Ltda.,63.725.901/0001-60,Murilo Barbosa,"('28NZFGQ7Z',)",KIT VENTILACAO,9,253.83,2284.47,171381,2024-06-21,2024-07-11,2024-07-20,2024-07-20,2024-08-09,2024-06-29,2024-06-29,2024-06-30,2024-06-30,AMOSTRA,Cardoso Moreira Ltda. TRANSPORTES LTDA,PIX,2284.47
8159,18328,Andrade,23.618.094/0001-62,Pedro Lucas Andrade,"('28NZFGQ7Z',)",KIT VENTILACAO,3,441.37,1324.11,816834,2025-06-08,2025-07-18,2025-07-28,2025-07-28,2025-08-22,2025-06-09,2025-06-09,2025-06-14,2025-06-14,VENDA,Santos e Filhos TRANSPORTES LTDA,BOLETO DESCONTADO,1324.11
8160,27500,Alves,83.715.024/0001-54,Vitor da Costa,"('28NZFGQ7Z',)",KIT VENTILACAO,9,165.72,1491.48,236737,2023-11-23,2024-01-20,2024-01-27,2024-01-27,2024-02-03,2023-12-03,2023-12-03,2023-12-08,2023-12-08,VENDA,Fernandes S/A TRANSPORTES LTDA,CARTEIRA A PRAZO,1491.48
8161,12122,Aparecida,01.547.892/0001-08,Henry Montenegro,"('28NZFGQ7Z',)",KIT VENTILACAO,1,737.05,737.05,994059,2023-07-11,2023-07-25,2023-08-02,2023-08-02,2023-08-20,2023-07-13,2023-07-13,2023-07-17,2023-07-17,BONIFICACAO,Silveira TRANSPORTES LTDA,CARTEIRA A PRAZO,737.05
8162,37803,Silveira Guerra - ME,49.032.587/0001-00,Raquel Leão,"('28NZFGQ7Z',)",KIT VENTILACAO,10,888.95,8889.5,132775,2023-12-16,2024-01-27,2024-02-10,2024-02-10,2024-02-20,2023-12-24,2023-12-24,2023-12-27,2023-12-27,BONIFICACAO,Fogaça TRANSPORTES LTDA,TRANSFERENCIA,8889.5
8163,59198,das Neves,59.461.083/0001-69,Dra. Ana Liz Moura,"('28NZFGQ7Z',)",KIT VENTILACAO,4,31.3,125.2,422737,2023-09-20,2023-10-28,2023-11-07,2023-11-07,2023-11-18,2023-09-29,2023-09-29,2023-09-30,2023-09-30,VENDA,Macedo S.A. TRANSPORTES LTDA,PIX,125.2
8164,30005,Nascimento,26.751.438/0001-03,Sr. Emanuel Cavalcante,"('28NZFGQ7Z',)",KIT VENTILACAO,2,547.83,1095.66,344020,2024-09-18,2024-09-30,2024-10-08,2024-10-08,2024-10-08,2024-09-20,2024-09-20,2024-09-23,2024-09-23,BONIFICACAO,Jesus S.A. TRANSPORTES LTDA,PIX,1095.66
8165,80185,da Conceição S/A,85.179.326/0001-80,Arthur Pires,"('28NZFGQ7Z',)",KIT VENTILACAO,1,497.91,497.91,866082,2023-09-26,2023-11-17,2023-11-23,2023-11-23,2023-12-07,2023-10-01,2023-10-01,2023-10-02,2023-10-02,VENDA,Almeida TRANSPORTES LTDA,CARTEIRA A PRAZO,497.91
8166,79523,Pereira,09.325.168/0001-41,Sra. Ayla Guerra,"('28NZFGQ7Z',)",KIT VENTILACAO,5,807.92,4039.6,177393,2024-12-12,2025-01-22,2025-01-22,2025-01-22,2025-02-18,2024-12-17,2024-12-17,2024-12-18,2024-12-18,BONIFICACAO,Abreu TRANSPORTES LTDA,PIX,4039.6
8167,96714,Pacheco - ME,72.591.460/0001-42,Natália Barros,"('28NZFGQ7Z',)",KIT VENTILACAO,7,515.91,3611.37,576790,2023-11-01,2023-12-19,2024-01-03,2024-01-03,2024-01-31,2023-11-09,2023-11-09,2023-11-11,2023-11-11,AMOSTRA,Nascimento Ltda. TRANSPORTES LTDA,BOLETO DESCONTADO,3611.37
8168,10869,Sales Melo - EI,43.971.260/0001-17,Evelyn Mendonça,"('28NZFGQ7Z',)",KIT VENTILACAO,7,138.2,967.4,275673,2024-11-30,2025-01-02,2025-01-06,2025-01-06,2025-01-07,2024-12-02,2024-12-02,2024-12-04,2024-12-04,AMOSTRA,Nascimento TRANSPORTES LTDA,CARTEIRA A VISTA,967.4
8169,64650,Araújo S.A.,19.526.734/0001-37,Josué Pereira,"('28NZFGQ7Z',)",KIT VENTILACAO,1,635.82,635.82,233940,2025-06-10,2025-08-07,2025-08-11,2025-08-11,2025-09-07,2025-06-14,2025-06-14,2025-06-16,2025-06-16,BONIFICACAO,Araújo - EI TRANSPORTES LTDA,CARTEIRA A PRAZO,635.82
8170,10795,Rodrigues,56.123.780/0001-11,Liam Vieira,"('28NZFGQ7Z',)",KIT VENTILACAO,1,764.87,764.87,472513,2023-07-12,2023-07-19,2023-07-30,2023-07-30,2023-08-25,2023-07-22,2023-07-22,2023-07-23,2023-07-23,AMOSTRA,Cirino TRANSPORTES LTDA,BOLETO DESCONTADO,764.87
8171,72812,Melo,58.641.932/0001-01,Ryan Alves,"('28NZFGQ7Z',)",KIT VENTILACAO,5,287.0,1435.0,996172,2024-07-20,2024-07-25,2024-07-28,2024-07-28,2024-08-10,2024-07-28,2024-07-28,2024-07-30,2024-07-30,DEVOLUCAO,Aparecida TRANSPORTES LTDA,CARTAO DE CREDITO,1435.0
8172,23674,Câmara Porto e Filhos,34.681.270/0001-27,Dr. Liam Pastor,"('28NZFGQ7Z',)",KIT VENTILACAO,8,463.65,3709.2,547857,2023-07-04,2023-07-12,2023-07-24,2023-07-24,2023-07-31,2023-07-13,2023-07-13,2023-07-14,2023-07-14,DEVOLUCAO,Montenegro S/A TRANSPORTES LTDA,CARTEIRA A PRAZO,3709.2
8173,96517,Abreu,39.015.824/0001-70,Eloah Abreu,"('28NZFGQ7Z',)",KIT VENTILACAO,8,887.54,7100.32,484824,2023-11-22,2023-12-24,2023-12-26,2023-12-26,2024-01-06,2023-11-24,2023-11-24,2023-11-26,2023-11-26,BONIFICACAO,Pires Aparecida S.A. TRANSPORTES LTDA,CARTEIRA A VISTA,7100.32
8174,60411,Alves,79.320.864/0001-40,Laura Montenegro,"('28NZFGQ7Z',)",KIT VENTILACAO,6,828.42,4970.52,471606,2024-06-26,2024-08-13,2024-08-23,2024-08-23,2024-08-25,2024-07-02,2024-07-02,2024-07-06,2024-07-06,BONIFICACAO,Peixoto Martins S.A. TRANSPORTES LTDA,BOLETO DESCONTADO,4970.52
8175,54771,Vieira,98.135.240/0001-06,Aylla Nascimento,"('28NZFGQ7Z',)",KIT VENTILACAO,10,478.08,4780.8,866058,2024-03-18,2024-05-15,2024-05-16,2024-05-16,2024-05-28,2024-03-20,2024-03-20,2024-03-23,2024-03-23,BONIFICACAO,Monteiro TRANSPORTES LTDA,BOLETO DESCONTADO,4780.8
8176,90151,Silveira,47.329.806/0001-91,Yasmin da Mata,"('28NZFGQ7Z',)",KIT VENTILACAO,9,693.18,6238.62,645863,2024-08-25,2024-09-30,2024-10-10,2024-10-10,2024-10-22,2024-09-03,2024-09-03,2024-09-07,2024-09-07,BONIFICACAO,da Conceição TRANSPORTES LTDA,BOLETO DESCONTADO,6238.62
8177,45080,Siqueira Silveira S.A.,70.386.921/0001-10,Guilherme Porto,"('28NZFGQ7Z',)",KIT VENTILACAO,4,288.48,1153.92,162610,2024-03-04,2024-04-16,2024-04-25,2024-04-25,2024-04-27,2024-03-08,2024-03-08,2024-03-13,2024-03-13,AMOSTRA,Costa TRANSPORTES LTDA,BOLETO DESCONTADO,1153.92
8178,64654,Oliveira e Filhos,75.986.023/0001-16,João Lucas Jesus,"('28NZFGQ7Z',)",KIT VENTILACAO,3,192.75,578.25,134084,2023-08-18,2023-09-13,2023-09-13,2023-09-13,2023-09-25,2023-08-19,2023-08-19,2023-08-23,2023-08-23,DEVOLUCAO,Caldeira e Filhos TRANSPORTES LTDA,CARTEIRA A VISTA,578.25
8179,98007,Santos,53.810.276/0001-00,Luiz Felipe da Rocha,"('28NZFGQ7Z',)",KIT VENTILACAO,8,557.85,4462.8,287572,2025-01-22,2025-02-02,2025-02-09,2025-02-09,2025-03-05,2025-01-24,2025-01-24,2025-01-28,2025-01-28,DEVOLUCAO,Azevedo Peixoto S.A. TRANSPORTES LTDA,TRANSFERENCIA,4462.8
8180,51151,Melo - ME,74.603.912/0001-94,Maysa Sá,"('28NZFGQ7Z',)",KIT VENTILACAO,2,37.62,75.24,871397,2023-07-23,2023-09-19,2023-10-01,2023-10-01,2023-10-13,2023-07-25,2023-07-25,2023-07-27,2023-07-27,BONIFICACAO,Gonçalves Jesus - EI TRANSPORTES LTDA,BOLETO DESCONTADO,75.24
8181,45474,Andrade,06.297.348/0001-79,Luísa da Luz,"('28NZFGQ7Z',)",KIT VENTILACAO,6,434.07,2604.42,929694,2024-12-19,2025-01-05,2025-01-17,2025-01-17,2025-02-12,2024-12-27,2024-12-27,2024-12-30,2024-12-30,AMOSTRA,Guerra S.A. TRANSPORTES LTDA,PIX,2604.42
8182,82068,Brito Rodrigues - EI,79.548.320/0001-30,Jade Caldeira,"('28NZFGQ7Z',)",KIT VENTILACAO,5,320.14,1600.7,479535,2025-04-30,2025-05-30,2025-06-09,2025-06-09,2025-06-24,2025-05-06,2025-05-06,2025-05-11,2025-05-11,BONIFICACAO,Pires TRANSPORTES LTDA,BOLETO DESCONTADO,1600.7
8183,66171,Aparecida,57.268.430/0001-06,Zoe Cirino,"('28NZFGQ7Z',)",KIT VENTILACAO,3,856.37,2569.11,752717,2023-08-30,2023-10-23,2023-11-01,2023-11-01,2023-11-12,2023-09-03,2023-09-03,2023-09-08,2023-09-08,DEVOLUCAO,Moreira Barbosa e Filhos TRANSPORTES LTDA,CARTEIRA A VISTA,2569.11
8184,74068,Andrade,84.071.253/0001-46,Maria Luísa Moraes,"('28NZFGQ7Z',)",KIT VENTILACAO,10,124.76,1247.6,417178,2025-06-12,2025-08-03,2025-08-03,2025-08-03,2025-08-20,2025-06-14,2025-06-14,2025-06-19,2025-06-19,BONIFICACAO,Sales - ME TRANSPORTES LTDA,TRANSFERENCIA,1247.6
8185,52889,Aparecida Ramos Ltda.,39.185.067/0001-83,Nina Leão,"('28NZFGQ7Z',)",KIT VENTILACAO,9,543.12,4888.08,274282,2025-06-14,2025-07-02,2025-07-03,2025-07-03,2025-07-24,2025-06-24,2025-06-24,2025-06-29,2025-06-29,AMOSTRA,Vargas TRANSPORTES LTDA,CARTEIRA A PRAZO,4888.08
8186,50711,Jesus S.A.,07.598.312/0001-98,Danilo Souza,"('28NZFGQ7Z',)",KIT VENTILACAO,10,761.81,7618.1,163889,2025-07-02,2025-07-25,2025-07-28,2025-07-28,2025-08-05,2025-07-04,2025-07-04,2025-07-07,2025-07-07,AMOSTRA,Cavalcante TRANSPORTES LTDA,CARTAO DE CREDITO,7618.1
8187,74927,Moraes,64.893.071/0001-43,Ísis Peixoto,"('28NZFGQ7Z',)",KIT VENTILACAO,1,859.14,859.14,968286,2023-08-12,2023-08-31,2023-09-01,2023-09-01,2023-09-28,2023-08-16,2023-08-16,2023-08-19,2023-08-19,DEVOLUCAO,Pimenta Costa - EI TRANSPORTES LTDA,PIX,859.14
